state,locality_type,household_size,income_bracket,e-literacy_level,total_devices_owned,avg_device_age_years,broken_devices_stored,upgrade_tendency,disposal_method,recycling_awareness,ewaste_kg_per_year
Madhya Pradesh,Urban,7,Low,Basic,11,6.6,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Uttar Pradesh,Urban,6,Middle,Basic,14,3.7,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,3.09
Tamil Nadu,Rural,4,Middle,Basic,4,6.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.35
Gujarat,Rural,7,Low,Basic,4,9.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Rural,6,Middle,Basic,4,6.7,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Rural,8,Low,Basic,4,6.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.3
Jharkhand,Rural,5,Upper-Middle,Basic,16,4.1,0,Low,Formal E-Waste Collection,Low,2.76
Haryana,Rural,6,Middle,Basic,10,5.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.13
Karnataka,Rural,7,Low,Basic,7,7.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.67
Jharkhand,Urban,6,Middle,Advanced,15,4.7,0,Medium,Formal E-Waste Collection,Low,3.63
Odisha,Urban,8,Low,Basic,5,6.5,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
West Bengal,Rural,5,Upper-Middle,Basic,10,4.7,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.54
West Bengal,Urban,5,Middle,Intermediate,8,3.8,1,Medium,Gave away for reuse,Medium,1.81
Delhi,Urban,7,Low,Basic,7,7.0,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Kerala,Rural,7,Low,Basic,7,7.8,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Tamil Nadu,Urban,6,Middle,Advanced,10,4.8,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.27
Haryana,Rural,7,Low,Basic,5,8.6,1,Low,Formal E-Waste Collection,Low,0.0
Haryana,Rural,7,Low,Basic,7,8.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Urban,8,Low,Basic,5,6.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Odisha,Rural,5,Low,Basic,5,9.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.37
Maharashtra,Urban,4,Middle,Basic,8,5.0,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,1.04
Uttar Pradesh,Urban,5,Middle,Basic,9,5.4,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.22
Kerala,Urban,6,Middle,Basic,10,4.4,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.5
Uttar Pradesh,Urban,5,Middle,Intermediate,9,4.0,0,Medium,Stored Indefinitely,Medium,0.0
Kerala,Urban,4,Middle,Intermediate,15,4.4,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.59
Telangana,Urban,5,Upper-Middle,Intermediate,15,2.6,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,5.96
Tamil Nadu,Rural,7,Low,Basic,7,7.3,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Bihar,Rural,6,Low,Basic,5,9.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.28
West Bengal,Urban,4,Middle,Basic,14,4.6,0,Medium,Stored Indefinitely,Low,0.0
Odisha,Urban,4,Middle,Basic,11,5.3,1,Medium,Formal E-Waste Collection,Medium,1.55
Madhya Pradesh,Urban,4,Middle,Intermediate,13,4.4,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.77
Gujarat,Rural,7,Low,Basic,5,6.8,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Urban,8,Low,Basic,5,5.5,0,Low,Thrown in General Trash,Low,0.59
Gujarat,Rural,6,Low,Basic,8,8.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Delhi,Urban,6,Low,Basic,10,6.0,2,Low,Stored Indefinitely,Low,0.0
Maharashtra,Urban,7,Low,Basic,5,6.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Urban,4,High,Advanced,34,2.0,0,High,Formal E-Waste Collection,High,27.13
Madhya Pradesh,Urban,6,Low,Basic,6,5.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.53
Jharkhand,Urban,6,Low,Basic,10,6.4,0,Low,Thrown in General Trash,Low,0.91
Odisha,Rural,5,Low,Basic,4,6.6,0,Low,Thrown in General Trash,Low,0.45
Gujarat,Rural,4,Upper-Middle,Basic,16,4.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.59
Uttar Pradesh,Urban,6,Low,Basic,11,5.5,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Odisha,Urban,6,Middle,Advanced,10,4.3,2,Medium,Thrown in General Trash,Medium,1.42
Bihar,Urban,4,Upper-Middle,Advanced,16,2.5,0,High,Sold to Kabadiwala/Scrap Dealer,Medium,11.88
Rajasthan,Urban,8,Low,Basic,9,5.1,3,Low,Gave away for reuse,Low,0.0
Odisha,Urban,8,Low,Basic,11,8.0,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Gujarat,Urban,7,Low,Basic,7,5.3,1,Low,Stored Indefinitely,Low,0.0
Punjab,Urban,8,Low,Basic,5,5.6,3,Low,Thrown in General Trash,Low,0.0
Uttar Pradesh,Urban,7,Low,Basic,5,5.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.78
Andhra Pradesh,Rural,5,Low,Basic,4,9.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Karnataka,Rural,5,Low,Basic,7,8.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Jharkhand,Urban,8,Low,Basic,8,6.2,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Uttar Pradesh,Rural,4,Upper-Middle,Basic,9,4.1,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.8
Andhra Pradesh,Urban,6,Middle,Basic,10,5.3,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,1.52
Punjab,Rural,4,Middle,Basic,4,6.2,1,Low,Stored Indefinitely,Low,0.0
Tamil Nadu,Urban,3,Upper-Middle,Advanced,13,3.3,0,Medium,Thrown in General Trash,High,4.22
Bihar,Rural,5,Middle,Basic,5,5.5,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.52
Telangana,Urban,4,Middle,Basic,9,5.2,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,1.62
Kerala,Urban,7,Low,Basic,5,7.4,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Rajasthan,Urban,7,Low,Basic,5,5.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Haryana,Urban,5,Upper-Middle,Intermediate,14,2.6,1,Medium,Formal E-Waste Collection,Medium,5.97
Tamil Nadu,Urban,5,Middle,Basic,12,5.3,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.49
Uttar Pradesh,Urban,8,Low,Basic,10,7.8,2,Low,Formal E-Waste Collection,Low,0.0
Haryana,Urban,3,Upper-Middle,Advanced,16,3.7,0,High,Sold to Kabadiwala/Scrap Dealer,High,7.49
Karnataka,Rural,7,Low,Basic,4,7.7,0,Low,Stored Indefinitely,Low,0.0
Kerala,Urban,5,Low,Basic,6,7.5,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Urban,7,Low,Basic,7,5.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.03
Andhra Pradesh,Rural,6,Low,Basic,4,8.2,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Odisha,Rural,5,Middle,Basic,11,6.6,1,Low,Formal E-Waste Collection,Low,0.29
Bihar,Urban,5,Upper-Middle,Intermediate,16,2.7,0,High,Sold to Kabadiwala/Scrap Dealer,Medium,10.12
Uttar Pradesh,Urban,6,Middle,Basic,11,5.1,2,Medium,Sold to Kabadiwala/Scrap Dealer,Low,0.8
Madhya Pradesh,Rural,8,Low,Basic,6,8.1,2,Low,Formal E-Waste Collection,Low,0.0
Delhi,Urban,7,Low,Basic,7,7.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Urban,5,Low,Basic,9,6.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.64
Odisha,Rural,8,Low,Basic,4,8.7,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Bihar,Urban,6,Middle,Intermediate,12,3.8,2,Medium,Sold to Kabadiwala/Scrap Dealer,High,1.83
Jharkhand,Rural,5,Upper-Middle,Basic,11,5.0,0,Medium,Thrown in General Trash,Low,2.79
Uttar Pradesh,Urban,4,Middle,Basic,14,3.6,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.76
Haryana,Rural,7,Low,Basic,4,8.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.29
Madhya Pradesh,Rural,5,Middle,Basic,11,6.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.99
Punjab,Urban,5,Low,Basic,5,7.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Odisha,Urban,2,High,Advanced,22,2.0,0,High,Formal E-Waste Collection,High,18.22
Delhi,Rural,6,Low,Basic,5,9.5,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Delhi,Urban,5,Low,Basic,10,7.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.74
Madhya Pradesh,Rural,7,Low,Basic,4,6.8,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Karnataka,Rural,8,Low,Basic,4,7.0,3,Low,Thrown in General Trash,Low,0.0
Haryana,Urban,7,Low,Basic,6,5.7,2,Low,Formal E-Waste Collection,Low,0.0
Delhi,Urban,5,Middle,Basic,14,4.9,0,Medium,Stored Indefinitely,Medium,0.0
Karnataka,Urban,4,Middle,Intermediate,12,5.0,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,1.61
Madhya Pradesh,Urban,6,Low,Basic,5,7.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.44
Andhra Pradesh,Urban,4,Middle,Basic,10,3.7,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.6
Gujarat,Rural,4,Middle,Basic,12,5.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.25
Maharashtra,Urban,7,Low,Basic,7,5.8,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Rajasthan,Urban,8,Low,Basic,11,7.9,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Andhra Pradesh,Rural,4,Middle,Basic,4,5.8,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Rajasthan,Urban,5,Middle,Advanced,13,3.6,1,Medium,Thrown in General Trash,Low,3.58
Jharkhand,Rural,6,Middle,Basic,4,5.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Karnataka,Urban,7,Low,Basic,5,6.0,1,Low,Thrown in General Trash,Low,0.0
Kerala,Urban,8,Low,Basic,11,6.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Urban,7,Low,Basic,7,5.2,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Karnataka,Rural,7,Low,Basic,4,6.7,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Kerala,Urban,6,Middle,Basic,8,5.3,0,Medium,Stored Indefinitely,Low,0.0
Kerala,Rural,5,Middle,Basic,8,6.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.09
Andhra Pradesh,Urban,4,High,Advanced,22,2.3,0,High,Gave away for reuse,High,14.96
West Bengal,Rural,6,Low,Basic,7,9.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.43
Jharkhand,Urban,8,Low,Basic,10,7.3,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Rural,5,Low,Basic,4,6.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Urban,6,Low,Basic,11,6.2,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Urban,7,Low,Basic,8,5.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.18
Odisha,Urban,8,Low,Basic,7,6.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.79
Maharashtra,Urban,4,Middle,Intermediate,14,3.5,1,Medium,Sold to Kabadiwala/Scrap Dealer,High,4.05
Madhya Pradesh,Urban,5,Middle,Basic,10,4.6,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,1.62
Andhra Pradesh,Rural,7,Low,Basic,4,8.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Rural,5,Upper-Middle,Basic,16,4.3,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.71
Maharashtra,Urban,8,Low,Basic,6,7.7,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Karnataka,Rural,5,Low,Basic,4,9.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Uttar Pradesh,Rural,5,Low,Basic,4,7.0,1,Low,Gave away for reuse,Low,0.0
Bihar,Urban,8,Low,Basic,9,7.9,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Karnataka,Urban,5,Upper-Middle,Intermediate,17,3.6,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,4.01
Haryana,Urban,6,Middle,Basic,8,5.1,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,1.52
Haryana,Urban,4,Middle,Basic,13,5.3,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.04
Tamil Nadu,Rural,5,Middle,Basic,10,6.4,1,Low,Formal E-Waste Collection,Low,0.21
Haryana,Urban,4,Upper-Middle,Advanced,12,2.7,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,5.24
Gujarat,Urban,8,Low,Basic,11,7.4,1,Low,Thrown in General Trash,Low,0.22
Odisha,Urban,5,Middle,Basic,12,4.3,0,Medium,Stored Indefinitely,Low,0.0
Andhra Pradesh,Rural,8,Low,Basic,4,9.4,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Bihar,Urban,6,Middle,Basic,8,5.0,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.75
Haryana,Urban,5,Middle,Basic,13,4.0,1,Medium,Gave away for reuse,Medium,3.22
Gujarat,Urban,4,Middle,Intermediate,11,4.5,0,Medium,Stored Indefinitely,Medium,0.0
Karnataka,Urban,6,Low,Basic,5,7.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Rajasthan,Urban,8,Low,Basic,10,6.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.11
Odisha,Rural,6,Middle,Basic,4,5.3,0,Low,Gave away for reuse,Low,0.4
Gujarat,Urban,5,Upper-Middle,Intermediate,12,3.6,1,Medium,Stored Indefinitely,Medium,0.0
Haryana,Rural,5,Low,Basic,6,7.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Jharkhand,Urban,5,Middle,Basic,15,4.9,0,Medium,Sold to Kabadiwala/Scrap Dealer,High,3.41
Uttar Pradesh,Rural,4,Upper-Middle,Basic,8,5.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.26
Jharkhand,Rural,6,Middle,Basic,9,5.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.88
Uttar Pradesh,Urban,4,Middle,Basic,10,4.3,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,1.83
Delhi,Rural,5,Low,Basic,8,8.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.38
Madhya Pradesh,Rural,6,Low,Basic,7,9.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.47
Gujarat,Urban,7,Low,Basic,5,7.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Delhi,Urban,4,Middle,Basic,11,4.7,1,Medium,Formal E-Waste Collection,Medium,1.71
Haryana,Urban,2,High,Advanced,26,2.7,0,High,Sold to Kabadiwala/Scrap Dealer,High,13.19
Karnataka,Urban,4,Middle,Basic,9,3.7,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.06
Haryana,Rural,7,Low,Basic,7,8.5,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Odisha,Urban,4,Middle,Basic,9,4.1,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,1.35
Gujarat,Urban,2,High,Advanced,32,1.7,0,High,Sold to Kabadiwala/Scrap Dealer,Low,23.32
Odisha,Urban,5,Low,Basic,7,5.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.07
Tamil Nadu,Rural,6,Middle,Basic,8,6.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.56
Jharkhand,Urban,6,Low,Basic,8,7.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.68
Haryana,Rural,4,Middle,Basic,5,5.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Madhya Pradesh,Urban,5,Middle,Intermediate,13,3.6,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.6
Rajasthan,Rural,4,Middle,Basic,4,5.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.51
Tamil Nadu,Urban,4,Middle,Intermediate,11,4.0,0,Medium,Thrown in General Trash,Low,3.16
Rajasthan,Urban,5,Upper-Middle,Basic,21,3.2,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,6.93
Jharkhand,Urban,5,Upper-Middle,Intermediate,18,3.6,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,4.95
Odisha,Rural,4,Middle,Basic,4,6.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.29
Delhi,Rural,5,Middle,Basic,11,5.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.83
West Bengal,Urban,5,Middle,Basic,14,4.2,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.65
Haryana,Urban,7,Low,Basic,11,5.3,2,Low,Formal E-Waste Collection,Low,0.0
Gujarat,Urban,5,Upper-Middle,Advanced,12,2.6,0,High,Sold to Kabadiwala/Scrap Dealer,Medium,8.79
Delhi,Rural,5,Low,Basic,5,8.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Gujarat,Rural,3,Upper-Middle,Basic,12,5.2,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.68
Uttar Pradesh,Urban,6,Low,Basic,8,5.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.05
Kerala,Rural,4,Middle,Basic,6,5.8,1,Low,Thrown in General Trash,Low,0.0
Punjab,Urban,6,Middle,Intermediate,8,4.2,0,Medium,Thrown in General Trash,Medium,2.14
Odisha,Urban,5,Upper-Middle,Intermediate,17,3.9,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,5.9
Tamil Nadu,Urban,7,Low,Basic,10,6.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.85
Maharashtra,Urban,4,Middle,Intermediate,11,4.1,0,Medium,Gave away for reuse,Low,2.36
Odisha,Urban,7,Low,Basic,5,5.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Karnataka,Urban,4,Middle,Intermediate,15,5.5,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,1.95
Maharashtra,Rural,5,Low,Basic,4,8.5,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Haryana,Rural,7,Low,Basic,4,7.9,1,Low,Thrown in General Trash,Low,0.0
Tamil Nadu,Rural,4,Middle,Basic,10,6.8,0,Low,Stored Indefinitely,Low,0.0
Madhya Pradesh,Urban,5,Upper-Middle,Intermediate,18,3.5,1,Medium,Gave away for reuse,Medium,4.8
Telangana,Urban,6,Low,Basic,7,5.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.94
Rajasthan,Urban,8,Low,Basic,10,7.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.89
Jharkhand,Urban,5,Middle,Intermediate,11,4.9,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.87
Punjab,Rural,5,Middle,Basic,9,6.8,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.09
Telangana,Urban,6,Middle,Intermediate,10,4.1,0,Medium,Formal E-Waste Collection,Medium,2.07
Karnataka,Rural,5,Low,Basic,6,9.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Rajasthan,Rural,6,Low,Basic,4,7.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Rural,4,Upper-Middle,Basic,10,4.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.54
Odisha,Rural,5,Low,Basic,4,8.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.33
Gujarat,Urban,6,Low,Basic,5,6.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.55
Kerala,Urban,4,Middle,Intermediate,15,3.5,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,4.71
Tamil Nadu,Urban,4,High,Advanced,28,2.9,0,High,Formal E-Waste Collection,High,15.02
Delhi,Urban,4,Middle,Intermediate,9,3.9,0,Medium,Thrown in General Trash,Low,2.37
Karnataka,Urban,7,Low,Basic,5,6.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Rural,7,Low,Basic,4,6.5,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.39
Gujarat,Urban,6,Low,Basic,10,7.6,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Uttar Pradesh,Urban,8,Low,Basic,11,5.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.44
Maharashtra,Rural,4,Middle,Basic,8,6.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.01
Madhya Pradesh,Urban,8,Low,Basic,11,5.6,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Tamil Nadu,Urban,3,Upper-Middle,Intermediate,16,2.6,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,6.32
Madhya Pradesh,Urban,8,Low,Basic,6,5.4,0,Low,Stored Indefinitely,Low,0.0
Tamil Nadu,Urban,5,Middle,Intermediate,14,4.5,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.2
Maharashtra,Urban,5,Middle,Basic,15,4.6,0,Medium,Thrown in General Trash,Low,3.55
Jharkhand,Urban,6,Low,Basic,9,7.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Karnataka,Rural,6,Low,Basic,4,7.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Kerala,Urban,5,Upper-Middle,Advanced,16,3.5,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,3.8
Karnataka,Urban,8,Low,Basic,9,6.2,0,Low,Gave away for reuse,Low,1.09
Haryana,Urban,5,Upper-Middle,Advanced,15,3.1,1,Medium,Sold to Kabadiwala/Scrap Dealer,High,4.2
Bihar,Urban,5,Low,Basic,11,7.5,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.75
Telangana,Urban,5,Upper-Middle,Advanced,21,3.0,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,6.81
West Bengal,Urban,5,Low,Basic,7,5.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.07
Kerala,Urban,5,Low,Basic,8,6.8,1,Low,Gave away for reuse,Low,0.0
Maharashtra,Urban,5,Low,Basic,5,7.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.52
West Bengal,Urban,8,Low,Basic,7,7.3,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Uttar Pradesh,Urban,4,Upper-Middle,Intermediate,15,3.0,1,High,Gave away for reuse,Low,7.66
Andhra Pradesh,Urban,5,Low,Basic,8,7.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.74
Madhya Pradesh,Rural,4,Upper-Middle,Basic,10,5.4,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.18
Rajasthan,Urban,7,Low,Basic,6,7.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Jharkhand,Rural,3,Upper-Middle,Basic,16,4.6,0,Medium,Formal E-Waste Collection,Low,3.89
Karnataka,Rural,7,Low,Basic,4,7.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Rural,4,Middle,Basic,4,5.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.46
Maharashtra,Urban,4,Upper-Middle,Advanced,13,3.7,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,3.85
Rajasthan,Urban,5,Low,Basic,10,5.8,1,Low,Formal E-Waste Collection,Low,0.28
Telangana,Rural,4,High,Basic,28,3.8,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,5.8
Karnataka,Urban,5,Upper-Middle,Advanced,16,3.1,0,High,Thrown in General Trash,Medium,10.33
Andhra Pradesh,Urban,6,Middle,Intermediate,8,4.9,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.74
Bihar,Urban,5,Upper-Middle,Intermediate,13,3.8,0,Medium,Formal E-Waste Collection,Medium,3.8
Delhi,Rural,3,High,Basic,19,3.5,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,7.24
Rajasthan,Urban,6,Low,Basic,10,6.1,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Jharkhand,Urban,6,Middle,Advanced,10,4.9,2,Medium,Sold to Kabadiwala/Scrap Dealer,Low,0.87
Jharkhand,Urban,8,Low,Basic,10,7.4,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Delhi,Urban,5,Middle,Basic,8,4.9,0,Medium,Thrown in General Trash,High,1.24
Punjab,Urban,6,Middle,Advanced,10,4.3,0,Medium,Thrown in General Trash,Low,2.53
Andhra Pradesh,Urban,2,High,Advanced,28,2.9,0,High,Sold to Kabadiwala/Scrap Dealer,Medium,17.14
Tamil Nadu,Urban,4,Middle,Basic,14,3.9,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.5
Madhya Pradesh,Urban,8,Low,Basic,11,5.7,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Kerala,Urban,6,Middle,Intermediate,15,4.4,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.66
Tamil Nadu,Urban,7,Low,Basic,9,5.0,2,Low,Formal E-Waste Collection,Low,0.0
Telangana,Rural,6,Middle,Basic,8,6.5,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.02
Odisha,Rural,4,Upper-Middle,Basic,11,4.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.32
Andhra Pradesh,Rural,6,Middle,Basic,4,6.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Urban,4,Upper-Middle,Intermediate,15,3.6,1,High,Sold to Kabadiwala/Scrap Dealer,Medium,5.96
Maharashtra,Urban,5,Low,Basic,6,6.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Haryana,Urban,5,Middle,Basic,14,5.0,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.29
Bihar,Urban,6,Low,Basic,8,7.8,2,Low,Thrown in General Trash,Low,0.0
Punjab,Urban,6,Low,Basic,11,6.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
